C03557	NCCP(O)(O)=O
C01143	C[C@@](O)(CCOP(O)(=O)OP(O)(O)=O)CC(O)=O
C03340	[O-]C(=O)[C@@H]1CC=CC(=N1)C([O-])=O
C05421	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\C=C/C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C
C14695	C(C([O-])=O)N(CC([O-])=O)CC([O-])=O
C01142	NCCC[C@H](N)CC(O)=O
C18296	CC1(O)(C4(=C(C(=O)C2(C(=O)C3(O)(C(=O)C(C(=O)N)=C([O-])C([N+](C)C)[CH](C(O)C1=2)3)))C(O)=CC=C4))
C00299	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O
C01269	C=C(C(=O)[O-])OC1(CC(C(=O)[O-])=CC(OP(=O)([O-])[O-])C(O)1)
C08613	Cc1ccc(cc1)S(=O)(=O)c1ccc(CCl)cc1
C19929	CC(=O)NC(CC[N+])C(=O)[O-]
C04416	CC(C)C(C=CC(C)C1(CCC2(C1(C)CCC3(C4(C(O)(CC=C23)CC(CC4)O)C))))C
C15769	OC1Oc2ccccc2NC1=O
C10433	OC[C@H]1O[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C12000	CC[C@H]1C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@H](C)[C@@H](CC)OC(=O)C[C@@H](O)[C@H](C)[C@H]1O
C01850	OC(=O)[C@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c(O)c1
C04901	CC(=O)NC3(C(CC(C([O-])=O)(OC2(C(O)C(OC1(C(NC(C)=O)C(OC(CO)C(O)1)OC([R])C(C(=O)[a
C08585	C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
C00132	CO
C21617	C(C(C(C(=O)[O-])=O)O)O
C02419	C(NC(N)=N)CS(O)=O
C07103	OC1=CC(=O)C=CC1=O
C16074	N#CCc1ccccc1
C12269	C1=CC=C(C=C1)CCCOC(=O)N
C00696	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O
C14314	Oc1ccc(cc1)-c1coc2cc(O)c(O)cc2c1=O
C06342	Oc1ccc2cccc(O)c2n1
C11829	COC(=O)CC(O)c1c(C)c2=CC3=[N+]4C(=Cc5c(C=C)c(C)c6C=C7C(C)=C(CCC(O)=O)C8=[N+]7[Mg--]4(n56)n2c1=C8)C(C)=C3C=C
C01750	C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
C05924	[H][C@]12Nc3nc(N)[nH]c(=O)c3N[C@@]1([H])C(S)=C(S)[C@@H](COP(O)(O)=O)O2
C03826	OC(=O)CC(=O)c1ccccc1NC=O
C19837	C(=O)([O-])C1(=CNC2(C=CC=CC1=2))
C01418	CN(=O)=NCOC1(OC(CO)C(O)C(O)C(O)1)
C21009	C([N+])CC[N+](CCC[N+])CCCC[N+]
C03524	CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2NC(C)=O)[C@@H]1O
C03049	CCCCCCCCCC(O)CCCCCCCCCCCC([O-])=O
C21687	CC2(=CCCC(C)=CCC1(C)(CC[CH](C(C)(C)O)[CH]1CC2))
C03360	OP(O)(=O)Oc1ccc(cc1)[N+]([O-])=O
C00765	[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@@]4(C)[C@@]3([H])[C@H](O)[C@]3([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]43[H])[C@@]1(C)C[C@@H](O)[C@@H](C2)O[C@@H]1O[C@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H](O)[C@H]1O
C19752	CC1(CCC(CC=1)C2(=CCCC(C)(C)C2))
C12093	CN2(C3(C=CC=CC(C(=O)C1(C(O)=CC(O)=CC=12))=3))
C11400	C[C@H]1CC[C@H](C[C@H]1O)C(C)=C
C21475	C1(=CC2(NC3(C=CC=CC(NC(C=C1)=2)=3)))
C15809	OC(=O)C=N
C11476	[H]C(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
C18218	OCCCCCCCCCCCCCCCC([O-])=O
C11592	CCOC(=O)OC(=O)OCC
C14693	Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
C09728	C3(=C(C2(OC1(=CC(=CC(=C1CC2O)O)O)))C=C(O)C(=C3)O)
C15860	CC(=CC=CC=C(C=CC=C(C=CC1(C(C)(C)CCCC=1C))C)C)C=CC=C(C=CC=C(C=CCC(O)(C)C)C)C
C10469	COc1cc(\C=C\C)ccc1O
C02380	S=c1[nH]cnc2nc[nH]c12
C11822	[H]C(=O)[C@H](N)C(O)=O
C19397	Clc1cccc(Cl)c1
C06202	[H]C(=O)c1ccccc1O
C20484	CC(C=CC=C(C)C=CC1(=C(C)CCCC(C)(C)1))=CC=CC=C(C=CC=C(C=CC2(=C(CCCC2(C)C)C))C)C
C07635	C[C@H](O)C#CC#CC#CC#CCCCCCCCC(O)=O
C21676	CC1(=C[CH]3(CC(C)(C)C[CH](C2(C)(CC[CH]12))3))
C14390	CCCCCCCOC(=O)c1ccc(O)cc1
C03682	Oc1cc(O)c(O)c(Cl)c1
C06485	OC[C@H]1OCC(=O)[C@@H](O)[C@@H]1O
C06167	COc1ccc(CC2=[N+](C)CCc3cc(OC)c(O)cc23)cc1O
C10850	C2(C1([N+]C(C(C(C1)O)O)(C2)O))
C06725	Cc1cc2c(O)c(O)ccc2[nH]c1=O
C12647	CC(OC(=O)c1c(C)cccc1O)c1cccc2nc3c(cccc3nc12)C(O)=O
C16272	CC(=O)CC(O)CC(O)=O
C05202	COc1cc2CCN(C)[C@@H](Cc3ccc(O)c(O)c3)c2cc1O
C21214	CC(C)=CCOP(=O)([O-])[O-]
C00571	NC1CCCCC1
C06414	C12=C(N=CC=C1C(O)=O)C=CC=C2
C05990	COc1cc(ccc1O)-c1cc(=O)c2c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1
C20328	CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
C06218	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@H]5[C@H](O)[C@@H](O)[C@H](O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
C04043	[H]C(=O)Cc1ccc(O)c(O)c1
C20686	CC1(=CC(Cl)=CC=C(OC(C(=O)[O-])C)1)
C05465	CC(CCC(=O)NCCS([O-])(=O)=O)[CH]2(CC[CH]3([CH]4(C(O)C[CH]1(CC(O)CCC(C)1[CH](CCC(C)23)4))))
C06679	C(C1(C=CC(S([O-])(=O)=O)=CC=1))=O
C01860	CC1=CC[C@](C)(CC1)[C@@]1(C)CCCC1=C
C15568	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O
C11988	CCC1(C(C)(C(C(C)C(C(C)CC(C)(C(C(C)C(C(C)C(=O)O1)OC2(CC(C)(C(C(C)O2)OC(CC)=O)OC(C)=O))OC3(C(C(CC(C)O3)[N+](C)C)O))OC4(CC(C(C(C)O4)O)[N+](C)C))=O)O)O)
C21075	C1(CC=C([N+](C)1)C2(C=NC(O)=CC=2))
C06398	C(C([CH]4(OC(OP(OP(OCC3(C(C(C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O)O))([O-])=O)(=O)[O-])C(C(C4O)O)O))O)O
C15537	[H][C@]12[C@H](CC(C)=C([C@H](C[C@]3(C)CC[C@H](OC(C)=O)C(=C)[C@@]3([H])[C@@H]1OC(C)=O)OC(C)=O)C2(C)C)OC(C)=O
C00220	C1=2C=3C=4[C@](N(C[C@@H](C4)C(N[C@@H](CC)CO)=O)C)(CC1=CNC2C=CC3)[H].C(/C=C\C(O)=O)(O)=O
C03979	C[C@H](O)[C@H](O)CC(=O)C(O)=O
C03505	CC(=O)COP(O)(O)=O
C21729	C=CC(=CC[CH]2(C(=C)CC[CH]1(C(C)(CCCC(C)(C)1)2)))C
C06701	OCCCOP(O)(O)=O
C01089	C[C@@H](O)CC([O-])=O
C14396	CC#CC#CC#C\C=C\C1OCCCC1O
C08620	CC1(C(O)C(O)C(O)C(O1)OCC2(C(O)C(O)C(O)C(O2)OC4(C(C3(C=C(O)C(O)=CC=3))=[O+]C5(C(C=4)=C([O-])C=C(O)C=5))))
C04639	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1CCC(=O)NC1=O
C21783	CC(CCC(O)C(O)(C)C)[CH]1(CCC5(C1(C)CC(O)C3(C)([CH](CC=C4(C(C)(C)C(OC2(OC(CO)C(O)C(O)C(O)2))CC[CH]34))5))C)
C03703	C([O-])(=O)CC1(C(NC(N1)=O)=O)
C01725	C(O)C2(C(O)C(O)C(CO)(OCC1(C(O)C(O)C(CO)(O)O1))O2)
C02048	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)C(O)O[C@H](CO)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
D05097	CCCCCCCCCCCCCCO
C04807	Nc1nc2NCC(COP(O)(=O)OP(O)(O)=O)=Nc2c(=O)[nH]1
C02452	CC(=C)[C@H]1CCC(CO)=CC1
C04171	CC1=C[C@H](O)[C@](O)(C=C1)C([O-])=O
C12481	CC1(=CN(C(=O)NC(=O)1)C3(CC(O)C(COP(=O)([O-])OP(=O)([O-])OC2(OC(C)(C)C(O)C(O)C(O)2))O3))
C01822	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
C02938	C1=2C(=CNC1=CC=CC2)CC#N
C20143	CC(CO)CCCC(C)[CH]3(CC[CH]4([CH]2(CCC1(=CC(=O)CCC(C)1[CH]2CCC(C)34))))
C12491	C1(NC=C(Cl)C=1C2(C([N+](=O)[O-])=C(Cl)C=CC=2))
C01189	CC(C)CCCC([CH]4(C1(C)([CH](C2([CH](CC1)C3(C)([CH](CC=2)CC(O)CC3)))CC4)))C
C11407	CC(=O)CC[C@H](CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)C(C)=C
C20234	CC(CCNC(N)=[N+])C(C(=O)[O-])=O
C06596	C1(=C(C(C(Cl)C(Cl)C1Cl)Cl)Cl)
C21303	CC(CO)CCCC(C)[CH]3(CC[CH]4([CH]2(CCC1(=CC(=O)CCC(C)1[CH]2CCC(C)34))))
C17622	C\C(CC\C=C(/C)C=O)=C/C=O
C04223	CC(=O)\C=C\C1(O)C(C)=CC(=O)CC1(C)C
C21510	CC1(CC(=O)[O-])(C2(=CC5(C(CCC(=O)[O-])C(C)(CC(=O)[O-])C6(=CC4(=C(CC(=O)[O-])C(CCC(=O)[O-])=C3(C=C8(C(CCC(=O)[O-])=C(CC(=O)[O-])C7(C=C(C(CCC(=O)[O-])1)N2[Ni--](N34)([N+]=56)[N+]=78))))))))
C09649	CC(C)=CCC[C@@H]([C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@@H](O)C(C)(C)[C@@H]1CC3)C(O)=O
C09716	CC2(CCC15(CCC(=O)C(O)C(CCOC(C(O)C)C=CC=CC(=O)OC4(CC(OC1C=2)C3(OC3)C4(C)5))C))
C00531	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=C)C(O)=O
C19082	CC(=C)[C@H]1CC[C@@](C)(O)[C@H](O)C1
C02721	CC([N+]C)C(=O)[O-]
C11837	CCCC(=O)NC1(CCOC(=O)1)
C05021	NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N
C21838	C=CC4(C)(CC[CH]2([CH](C1(C3(C(NC=1)=CC=CC(C2(C)C)=3)))C([N+]#[C-])4))
C09700	C=C(C)C1(CCC2(C1)(C(C)CC(O)CC(C=O)2))
C03964	O[C@H](Cc1ccc(O)cc1)C([O-])=O
C06000	[C@@H]1(N2C3=C(C(=NC=N3)N)N=C2)O[C@H](COP(OP(OCC(C)([C@H](C(NCCC(NCCSC(=O)[C@H](CO)C)=O)=O)O)C)(=O)O)(=O)O)[C@H]([C@H]1O)OP(O)(O)=O
C07086	OC(=O)Cc1ccccc1
C00509	Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1
C02129	CC(=O)CCCC([O-])=O
C06678	C(C1(C=CC(S(=O)(=O)[O-])=CC=1))O
C20714	CCCCCCCC(=O)CC([O-])=O
C15711	CC(C)CC(C(NC7(C(NC(CC(N)=O)C(NC9(C(NC2(C(NC(C(NC(C(O)=O)C3(C=C(C=C(C(C1(C(=CC=C(C=1)2)O))=3)O)O))=O)C(C4(C=CC(=C(C=4)Cl)OC5(=CC(=CC(=C5OC6(C(C(C(C(CO)O6)O)O)O))OC8(=CC=C(C7O)C=C8Cl))9)))OC%10(CC(C)(C(C(C)O%10)=O)N))=O))=O))=O)=O))=O)NC
C16530	CCCCCCCC\C=C/CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12
C02485	C=C(C1(CCC(=CC1=O)C))C
C05150	C=CC1(C)(CCC(C(C)C)(C)C3(C1=C2(C4(C(=CN2)CC(CO)NC(C(C(C)C)N(C)C(C=3)=4)=O))))
C00192	NO
C18172	NCCCNCCC[C@H](N)C(O)=O
C19831	C(C1(C=CCC(C1[N+])=O))(=O)[O-]
C18214	C=CCCCC(=CCl)CCC(C)C=CCCC(=O)NCCC(OC)=CC(=O)N1(C(C)C=CC(=O)1)
C19033	S=C=S
C06255	CCCC(=O)C(=O)[O-]
C05820	N[C@@H](CO)C(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12
C00053	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
C19960	CC1(=CN(C(=O)NC(=O)1)C3(CC(O)C(COP(=O)([O-])OP(=O)([O-])OC2(OC(C)C(O)C(=O)C(O)2))O3))
C17935	C(C(C(=O)[O-])[N+])C1(=CC(=C(C(=C1)SCC(C(=O)[O-])[N+])O)O)
C14394	Cc1ccc(cc1)[N+]([O-])=O
C03537	CC(=O)SCCN
C06384	NC(=O)NCO
C05903	C3(C=C(O)C=CC(C1(=C([O-])C(=O)C2(C(O)=CC(O)=CC(O1)=2)))=3)
C02220	N\C(=C/C=C/C(O)=O)C(O)=O
C06555	NC(=O)NC(N)=O
C00966	CC(C)(CO)C(=O)C([O-])=O
C10792	C(O)C1(=C(O)C=CC(O)=C1)
C11520	[C-]#[N+]C1CCCCC1
C01494	COC1(=CC(C=CC([O-])=O)=CC=C(O)1)
C08126	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COc1ccccc1)C(O)=O
C16776	[H][C@@]1(CCC(=C)C=C1)[C@@H](C)CCC=C(C)C
C06362	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C1(=CC=CC=C1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]
C17704	CC3(O)(COC(OC2(C(O)C(OC1(OC(C[N+])C(O)C(O)C([N+])1))C([N+])CC([N+])2))C(O)C([N+]C)3)
C02778	C(=O)(NC=1C=C2C(C=3C(C2)=CC=CC3)=CC1)C
C18000	C([N+])C1(C(O)C(O)C([N+])C(O1)OC2(C([N+])CC(C(C2O)OC3(OC(COC(=O)N)C(O)C([N+])C(O)3))[N+]))
C03428	CC(=CCCC(=CCCC(=CC1(C(C)(CCC=C(CCC=C(C)C)C)C1COP(OP([O-])([O-])=O)([O-])=O))C)C)C
C03444	OC(=O)c1ccc([Hg]Cl)cc1
C05579	C1(=CNC2(C1=CC(=O)C(=O)C=2))
C00499	C(C(=O)[O-])(NC(=O)N)NC(=O)N
C10216	OC[C@H]1O[C@@H](Oc2ccc3c(c2)occ(-c2ccc(O)cc2)c3=O)[C@H](O)[C@@H](O)[C@@H]1O
C21823	CC(C)C1(C(=C(O)C2(=C(C=1)C(=O)C[CH]3(C(C)(C)CCCC(C)23)))O)
C06801	COC(=O)c1c(OC)cc2cc3C(=O)[C@@]4(O)[C@H](O)C(OC)=CC(=O)[C@@]4(O)C(=O)c3c(O)c2c1C
C09731	O[C@H]1[C@H](Oc2cc(O)cc(O)c2[C@@H]1c1c(O)cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc12)c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1
C16312	OC[C@H]1O[C@@H](Oc2cc3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
C10138	CCCC1(=[N+]CCCC1)
C02283	[O-]C(=O)Cc1c[nH]c2ccccc12
C16524	[H][C@]12[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C
C08797	CC(C)(O)C(O)CC(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
c05447	CC(CCC=C(C)C(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)[CH]4(CC[CH]5(C(C)4CC[CH]6([CH]5C(O)C[CH]7(C(C)6CCC(O)C7))))
C20920	C([N+])C1(O)(CCC(NC(=O)1)C(=O)[O-])
C16244	[H][C@]12[C@H](CC(O)=O)[C@@](C)(CCC(O)=O)C3=[N+]1[Co--]14N5C(=CC6=[N+]1C(C[C@@]1(C)C(C)=C(CCC(O)=O)C(C3C)=[N+]41)=C(CCC(O)=O)[C@]6(C)CC(O)=O)[C@@H](CCC(O)=O)[C@](C)(CC(O)=O)[C@]25C
C11869	C=C1(C2(CC3(C1)(C([CH]4(C(C(=O)[O-])(C)C(O)C(=O)C=C([CH](CC2)3)4))C([O-])=O)))
C00178	Cc1c[nH]c(=O)[nH]c1=O
C03943	CC(C)NC[C@H](O)c1ccc(Cl)c(Cl)c1
C15220	CC1(C=C(C(O)=CC=1)Cl)
C20225	CC(OCC=CC1(=CC(=C(C=C1)O)OC))=O
C16428	C\C(CO)=C/CNc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
C04335	CC(C)C[C@H](NC(=O)OCc1ccccc1)C(O)=O
C10636	COC5(C(OC)=CC4(C(C2(C=C1(OCOC1=CC=2)))=C3(C(=O)OCC3=CC=4C=5)))
C03882	O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1
C01596	C(=CC(=O)[O-])C(N)=O
C04547	COc1cc(ccc1O)\C=C\c1ccc(O)c(OC)c1
C08542	COC1(C=C(C=CC=1O)C=CC(OC2(C(OC(C(C2O)O)C([O-])=O)OC3(C(O)C(C(CO)OC3OC4(=C(O)C=C6(C(=C4)CC(C([O-])=O)[N+](=CC=C5(C=C([N+]C(C(=O)[O-])C5)C(=O)[O-]))6)))O)))=O)
C16300	CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O
C08606	[H]C(=CC([H])=C(C)C([H])=CC([H])=C(C)C([H])=C=C1C(C)(C)C[C@H](O)C[C@@]1(C)O)C=C(C)C=C([H])C=C(C)C=C([H])[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
C14151	CC(C)CCCC(C)CCCC(C)CCCC1(C)(CCC2(=CC(O)=CC(=C(O1)2)C))
C16597	O[C@H]([C@H](CCCC(O)=O)C(O)=O)C(O)=O
C03241	OC1CCCCC(=O)O1
C21682	CCC25(C=CC[N+]4(CCC1(C3(C=CC=CC(NC1C(O)(C(=O)OC)C2)=3))[CH]45))
C10314	Cc1cc(O)c2C(=O)c3c(O)cccc3Cc2c1
C00961	[H][C@]12OC=C[C@@]1([H])c1c(O2)cc(OC)c2c1oc1cccc(O)c1c2=O
C00210	CC(C)C1=C(O)C(=O)c2c(C)c3c(OC(O)[C@]3(C)CC=C)c(O)c2C1=O
C07225	[H][C@@]12Cc3c(ccc(O)c3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C
C01892	OC(=O)C1CSSC1
C11379	COc1c(O)cc(cc1O)C(=O)O[C@H]1CCN2C[C@H]3C[C@@H](CN4[C@@H]3CCCC4=O)[C@@H]2C1
C07190	CN1(C=CNC(=S)1)
C00704	[O-]O
C02306	NP(O)(O)=O
C12835	COc1cc(Br)c(cc1O)C(=O)N(C)CCc1ccc(O)cc1
C07576	C[N+](C)CCC2(=CNC1(=C(C(OP(=O)([O-])[O-])=CC=C1)2))
C01555	[H][C@]12C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@]1([H])[C@H](O)[C@H](NC)[C@@H](O[C@H]1O[C@H](CO)[C@@H](N)[C@H](O)[C@H]1O)O2
C00804	OC(=O)C#C
C00334	NCCCC([O-])=O
C08312	C[N+](C)CCC2(=CNC1(=C(C(O)=CC=C1)2))
C08543	C(C=C1(CC(NC(=C1)C(=O)[O-])C([O-])=O))=NC(CC2(C=C(C(=CC=2)O)O))C([O-])=O
C03852	[H][C@@]12CCC3C[C@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](O)CC[C@@]21[H]
C01983	O[C@@H](C([O-])=O)c1ccccc1
C19678	CC1(=CCCC(C)=CCC(C(C(=O)[O-])=C)CC1)
C21744	[Mn](=O)=O
C04122	C[C@H](CN)OP(O)(O)=O
C04244	CC(O)C(=O)C1CNc2nc(N)[nH]c(=O)c2N1
C02915	[H][C@@]12Cc3ccc(OC)c(OC)c3C[N+]1(C)CCc1cc3OCOc3cc21
C07943	CCN1CCCC1CNC(=O)C(O)(c1ccccc1)c1ccccc1
C00561	C(C(C1(C=CC=CC=1))O)#N
C10434	C(OC1(C(O)C(O)C=C(C([O-])=O)C1))(=O)C=CC2(C=CC(O)=C(O)C=2)
C07301	C1(C=CC(=CC=1)C(O)C(N)=O)
C04641	[H][C@@](CO)(COP(O)(O)=O)O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
C21615	C(OP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O)[CH]=O
C14091	C(C2(=CC=CC1(=C(C=CC=C1)2)))(=O)[O-]
C16424	CC(C)=CCNc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
C00830	C(C(=O)C([O-])=O)([O-])=O
C06066	CC(=O)CCC1(CC(=O)OC(C)(C)1)
C06026	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC4(C(C(OCC1(OC(OP([O-])([O-])=O)C(NC(CC(O)CCCCCCCCCCC)=O)C(OC(CC(O)CCCCCCCCCCC)=O)C(O)1))OC(COC3(C([O-])=O)(O[CH](C(CO)O)C(O)C(OC2(C([O-])=O)(O[CH](C(CO)O)C(O)C(O)C2))C3))C4OP([O-])([O-])=O)NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
C02331	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC=C
C00477	[H][C@@]1(CC[C@@]2(O)C3=CC(=O)[C@]4([H])C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H](O)CCC(C)(C)O
C15970	CC(\C=C\[C@@]1(O)C(C)=CC(=O)CC1(C)C)=C\C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
C01424	Oc1cc(cc(O)c1O)C([O-])=O
C03372	C(O[CH]=O)C(=O)COP([O-])([O-])=O
C08578	Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1
C19683	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(CC=CC[CH]=O)=O)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
C10306	CCN1C[C@]2(COC)CC[C@H](OC)[C@@]34[C@@H]5C[C@@]6(O)[C@H](OC(=O)c7ccc(OC)c(OC)c7)[C@@H]5[C@@](C[C@@H]6OC)(OC(C)=O)[C@@H]([C@H](OC)[C@H]23)C14
C08247	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
C20421	CC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP(=O)([O-])OC1(OC(C)C(NC(=O)C)C(O)C(NC(=O)C)1))([O-])=O)C)C)C)C)C)C)C
C09800	C=CC2(C1(O)(C(C(=O)OCC1)=COC2OC3(OC(CO)C(O)C(O)C(O)3)))
C16243	C[C@@]1(CCC(O)=O)[C@@H](CC(O)=O)C2=C3N4C(=CC5=[N+]6C(C[C@]7(C)N8C(=CC1=[N+]2[Co--]468)C(CCC(O)=O)=C7CC(O)=O)=C(CCC(O)=O)[C@]5(C)CC(O)=O)[C@@H](CCC(O)=O)[C@]3(C)CC(O)=O
C06044	OC(=O)COc1ccc(O)cc1
C12033	C(=O)([O-])C([N+])CC1(C=CC(N)=CC=1)
C03765	[H]C(=O)Cc1ccc(O)cc1
C03691	[H][C@]1(O[C@](C[C@H](O)[C@H]1NC(=O)CO)(OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O)C(O)=O)[C@H](O)[C@H](O)CO
D03884	CCCCCCCCCCCCCCCCCCCCCCO
